0.50	0.50	0.50	0.50	
0.50	0.50	0.50	0.50	
0.50	0.50	0.50	0.50	
0.57	0.57	0.57	0.57	
0.57	0.57	0.57	0.57	
0.57	0.57	0.57	0.57	
0.60	0.60	0.60	0.60	
0.60	0.60	0.60	0.60	
0.60	0.60	0.60	0.60	
0.50	0.50	0.50	0.50	
0.50	0.50	0.50	0.50	
0.50	0.50	0.50	0.50	
0.50	0.50	0.50	0.50	
0.50	0.50	0.50	0.50	
0.50	0.50	0.50	0.50	
0.50	0.50	0.50	0.50	
0.50	0.50	0.50	0.50	
0.50	0.50	0.50	0.50	
0.50	0.50	0.50	0.50	
0.50	0.50	0.50	0.50	
0.50	0.50	0.50	0.50	
0.50	0.50	0.50	0.50	
0.50	0.50	0.50	0.50	
0.50	0.50	0.50	0.50	
0.60	0.60	0.60	0.60	
0.60	0.60	0.60	0.60	
0.60	0.60	0.60	0.60	
0.57	0.57	0.57	0.57	
0.57	0.57	0.57	0.57	
0.57	0.57	0.57	0.57	
0.57	0.57	0.57	0.57	
0.57	0.57	0.57	0.57	
0.57	0.57	0.57	0.57	
0.57	0.57	0.57	0.57	
0.57	0.57	0.57	0.57	
0.57	0.57	0.57	0.57	
0.50	0.50	0.50	0.50	
0.50	0.50	0.50	0.50	
0.50	0.50	0.50	0.50	
0.50	0.50	0.50	0.50	
0.50	0.50	0.50	0.50	
0.50	0.50	0.50	0.50	
0.50	0.50	0.50	0.50	
0.50	0.50	0.50	0.50	
0.50	0.50	0.50	0.50	
0.50	0.50	0.50	0.50	
0.50	0.50	0.50	0.50	
0.50	0.50	0.50	0.50	
0.57	0.57	0.57	0.57	
0.57	0.57	0.57	0.57	
0.57	0.57	0.57	0.57	
0.57	0.57	0.57	0.57	
0.57	0.57	0.57	0.57	
0.57	0.57	0.57	0.57	
0.50	0.50	0.50	0.50	
0.50	0.50	0.50	0.50	
0.50	0.50	0.50	0.50	
0.50	0.50	0.50	0.50	
0.50	0.50	0.50	0.50	
0.50	0.50	0.50	0.50	
