BIGGEST	SMALLEST	RANDOM	SIMILARITY
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
4	4	4	4	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
8	8	8	8	
